QM9_index n(H) n(C) n(N) n(O) n(F) RI-CCSD(T)/aug-cc-pVTZ RI-MP2/aug-cc-pVQZ RI-MP2/aug-cc-pVTZ CCSD(T)/aug-cc-pVQZ_additive_scheme E(HF/cc-pVDZ) U0(QM9) zpve(QM9) dE_CCSD(T)/aug-cc-pVQZ_additive_scheme dE_HF/cc-pVDZ dE_QM9 dE_0DNN_ls_onQM9 PML_QC_DFT_correction dE_PML_QC_DFT PML_QC_CCSD_correction dE_PML_QC_CCSD
3523 7 5 1 1 0 -324.175099 -324.246656 -324.079906 -324.341849 -322.571844 -324.461004 0.114122 -2.198864 -1.460893 -2.190915 -2.180109 -0.006993 -2.187102 -0.017236 -2.197345
3524 8 6 0 1 0 -308.172597 -308.233264 -308.073503 -308.332358 -306.606131 -308.437835 0.126326 -2.430828 -1.700471 -2.416766 -2.407606 -0.007324 -2.414931 -0.022956 -2.430562
3525 6 5 0 2 0 -344.030694 -344.114980 -343.940429 -344.205245 -342.400287 -344.343476 0.101456 -2.090934 -1.387562 -2.080276 -2.064602 -0.013024 -2.077626 -0.025223 -2.089825
3526 10 7 0 0 0 -272.291523 -272.325217 -272.181601 -272.435139 -270.785656 -272.509064 0.149575 -2.746389 -1.987061 -2.728505 -2.724292 -0.003105 -2.727397 -0.024000 -2.748292
3527 9 6 1 0 0 -288.305168 -288.350503 -288.199896 -288.455774 -286.759029 -288.542593 0.137742 -2.525569 -1.755142 -2.513385 -2.504454 -0.009102 -2.513556 -0.019307 -2.523762
3528 9 6 1 0 0 -288.302524 -288.347659 -288.197039 -288.453145 -286.757181 -288.540318 0.137874 -2.522940 -1.753294 -2.511242 -2.502606 -0.008283 -2.510889 -0.019504 -2.522110
3529 8 6 0 1 0 -308.158104 -308.215757 -308.057245 -308.316616 -306.589144 -308.420805 0.125192 -2.415085 -1.683484 -2.398602 -2.390619 -0.007537 -2.398156 -0.025136 -2.415755
3530 9 6 1 0 0 -288.296592 -288.342069 -288.191152 -288.447509 -286.755288 -288.535621 0.137621 -2.517304 -1.751401 -2.506292 -2.500713 -0.004384 -2.505096 -0.017735 -2.518447
3531 8 5 2 0 0 -304.310245 -304.367370 -304.209165 -304.468450 -302.732889 -304.567859 0.126111 -2.296790 -1.523711 -2.290204 -2.285103 -0.005579 -2.290682 -0.012816 -2.297919
3532 7 5 1 1 0 -324.160046 -324.229320 -324.063276 -324.326090 -322.557112 -324.444698 0.112986 -2.183105 -1.446160 -2.173473 -2.165376 -0.007754 -2.173130 -0.016040 -2.181416
3533 8 6 0 1 0 -308.177880 -308.238017 -308.079307 -308.336590 -306.609806 -308.434866 0.126275 -2.435060 -1.704147 -2.413746 -2.411282 -0.001418 -2.412699 -0.024277 -2.435558
3534 7 5 1 1 0 -324.186038 -324.257426 -324.091725 -324.351738 -322.579709 -324.463541 0.114416 -2.208752 -1.468757 -2.193746 -2.187973 -0.003471 -2.191444 -0.019842 -2.207815
3535 6 5 0 2 0 -344.042814 -344.127205 -343.953387 -344.216633 -342.412358 -344.345376 0.101773 -2.102322 -1.399634 -2.082493 -2.076673 -0.005770 -2.082443 -0.024195 -2.100869
3536 8 7 0 0 0 -271.089044 -271.131228 -270.987524 -271.232748 -269.624857 -271.323381 0.127653 -2.543895 -1.824819 -2.521446 -2.520608 -0.002812 -2.523420 -0.025201 -2.545809
3537 7 6 1 0 0 -287.097037 -287.150998 -287.000111 -287.247924 -285.592385 -287.351460 0.116054 -2.317616 -1.587055 -2.301110 -2.294925 -0.007388 -2.302313 -0.019888 -2.314813
3538 6 6 0 1 0 -306.951752 -307.017481 -306.858748 -307.110485 -305.425919 -307.232824 0.102997 -2.208852 -1.518816 -2.188972 -2.184510 -0.006876 -2.191386 -0.025250 -2.209760
3539 10 7 0 0 0 -272.338047 -272.372566 -272.228841 -272.481772 -270.833107 -272.550818 0.152000 -2.793023 -2.034511 -2.772684 -2.771742 -0.000536 -2.772279 -0.022277 -2.794020
3540 8 6 0 1 0 -308.211371 -308.270365 -308.111529 -308.370207 -306.647693 -308.470796 0.127975 -2.468676 -1.742033 -2.451376 -2.449168 -0.002670 -2.451838 -0.019712 -2.468880
3541 8 6 0 1 0 -308.200533 -308.258564 -308.099982 -308.359115 -306.633152 -308.459859 0.127512 -2.457585 -1.727492 -2.439976 -2.434628 -0.004045 -2.438673 -0.021435 -2.456063
3542 6 5 0 2 0 -344.070732 -344.153330 -343.979357 -344.244705 -342.445435 -344.377098 0.103343 -2.130394 -1.432710 -2.115785 -2.109750 -0.007174 -2.116924 -0.020087 -2.129837
3543 5 5 1 1 0 -323.008252 -323.088514 -322.922274 -323.174492 -321.457255 -323.317575 0.091365 -2.031403 -1.344860 -2.025275 -2.022635 -0.002760 -2.025394 -0.009056 -2.031690
3544 6 6 0 1 0 -306.996135 -307.065039 -306.905745 -307.155429 -305.481581 -307.284294 0.103171 -2.253796 -1.574478 -2.240616 -2.240172 -0.000604 -2.240776 -0.015097 -2.255268
3545 5 5 1 1 0 -323.021154 -323.101734 -322.935784 -323.187104 -321.467668 -323.329494 0.091679 -2.044015 -1.355273 -2.037508 -2.033048 -0.004746 -2.037794 -0.011802 -2.044851
3546 5 5 1 1 0 -323.011532 -323.092457 -322.926053 -323.177936 -321.459879 -323.320332 0.091447 -2.034847 -1.347484 -2.028114 -2.025259 -0.003717 -2.028976 -0.007335 -2.032594
3547 4 5 0 2 0 -342.854541 -342.947764 -342.773067 -343.029238 -341.278518 -343.190300 0.078607 -1.914824 -1.264350 -1.904797 -1.899948 -0.005898 -1.905846 -0.017091 -1.917039
3548 5 5 1 1 0 -323.021104 -323.102033 -322.935918 -323.187218 -321.469924 -323.329385 0.091459 -2.044129 -1.357530 -2.037179 -2.035304 -0.003334 -2.038638 -0.009219 -2.044523
3549 9 6 1 0 0 -288.332967 -288.379327 -288.227687 -288.484606 -286.793304 -288.571762 0.138423 -2.554401 -1.789418 -2.543235 -2.538729 -0.002906 -2.541635 -0.015525 -2.554255
3550 10 7 0 0 0 -272.315111 -272.350257 -272.205320 -272.460048 -270.811676 -272.533448 0.150143 -2.771298 -2.013081 -2.753457 -2.750312 -0.002467 -2.752779 -0.019656 -2.769967
3551 9 6 1 0 0 -288.345391 -288.392315 -288.240498 -288.497208 -286.804360 -288.583563 0.138772 -2.567003 -1.800473 -2.555385 -2.549784 -0.005065 -2.554850 -0.016756 -2.566540
3552 9 6 1 0 0 -288.323550 -288.369916 -288.218127 -288.475339 -286.781873 -288.561991 0.138405 -2.545134 -1.777986 -2.533446 -2.527298 -0.005609 -2.532907 -0.014406 -2.541704
3553 8 6 0 1 0 -308.182566 -308.241630 -308.081640 -308.342556 -306.619206 -308.448572 0.125762 -2.441026 -1.713546 -2.426939 -2.420681 -0.005770 -2.426451 -0.018783 -2.439465
3554 9 6 1 0 0 -288.335317 -288.381931 -288.230248 -288.486999 -286.794693 -288.573876 0.138387 -2.556794 -1.790806 -2.545313 -2.540118 -0.005422 -2.545540 -0.014718 -2.554836
3555 9 6 1 0 0 -288.322529 -288.369766 -288.217477 -288.474819 -286.784732 -288.563768 0.138147 -2.544614 -1.780846 -2.534965 -2.530157 -0.004126 -2.534283 -0.013243 -2.543400
3556 7 5 1 1 0 -324.213844 -324.286182 -324.119427 -324.380600 -322.613073 -324.492974 0.114810 -2.237614 -1.502122 -2.223573 -2.221338 -0.001370 -2.222708 -0.015986 -2.237324
3557 8 6 0 1 0 -308.204307 -308.266056 -308.106149 -308.364215 -306.639451 -308.462382 0.126757 -2.462684 -1.733791 -2.441744 -2.440926 0.000059 -2.440868 -0.022313 -2.463240
3558 7 5 1 1 0 -324.232414 -324.305733 -324.138990 -324.399157 -322.630049 -324.510378 0.115292 -2.256171 -1.519098 -2.241459 -2.238314 -0.002491 -2.240804 -0.016916 -2.255230
3559 6 5 0 2 0 -344.074586 -344.160395 -343.985282 -344.249699 -342.448628 -344.379764 0.102942 -2.135388 -1.435903 -2.118050 -2.112943 -0.003496 -2.116438 -0.021606 -2.134548
3560 10 7 0 0 0 -272.329329 -272.366027 -272.220640 -272.474716 -270.822377 -272.542567 0.152218 -2.785966 -2.023782 -2.764651 -2.761013 -0.002727 -2.763740 -0.022099 -2.783112
3561 8 6 0 1 0 -308.206773 -308.266626 -308.106975 -308.366424 -306.641364 -308.467331 0.127823 -2.464894 -1.735704 -2.447759 -2.442839 -0.005982 -2.448821 -0.022438 -2.465277
3562 9 6 1 0 0 -288.345963 -288.394215 -288.241952 -288.498226 -286.803178 -288.580309 0.140476 -2.568021 -1.799291 -2.553835 -2.548603 -0.004626 -2.553229 -0.017402 -2.566005
3563 8 6 0 1 0 -308.208076 -308.268602 -308.108902 -308.367776 -306.638929 -308.467888 0.127986 -2.466246 -1.733269 -2.448479 -2.440404 -0.007207 -2.447611 -0.023581 -2.463985
3564 7 5 1 1 0 -324.222345 -324.294736 -324.127673 -324.389408 -322.617723 -324.500475 0.116425 -2.246422 -1.506772 -2.232689 -2.225988 -0.009257 -2.235245 -0.019262 -2.245250
3565 6 5 0 2 0 -344.076108 -344.160488 -343.985910 -344.250686 -342.445463 -344.382282 0.103611 -2.136376 -1.432739 -2.121237 -2.109778 -0.011021 -2.120799 -0.024701 -2.134479
3566 10 7 0 0 0 -272.306693 -272.340512 -272.194892 -272.452312 -270.803443 -272.526778 0.150727 -2.763562 -2.004848 -2.747371 -2.742079 -0.004683 -2.746761 -0.022263 -2.764341
3567 8 6 0 1 0 -308.184673 -308.243305 -308.082788 -308.345191 -306.621962 -308.450204 0.126962 -2.443660 -1.716302 -2.429771 -2.423437 -0.006552 -2.429989 -0.020578 -2.444015
3568 7 5 1 1 0 -324.199880 -324.269808 -324.102455 -324.367234 -322.599654 -324.485746 0.115246 -2.224249 -1.488703 -2.216781 -2.207919 -0.007754 -2.215672 -0.013592 -2.221510
3569 8 6 0 1 0 -308.185573 -308.243221 -308.083422 -308.345372 -306.620968 -308.452310 0.126418 -2.443841 -1.715308 -2.431333 -2.422444 -0.007160 -2.429603 -0.021309 -2.443753
3570 7 5 1 1 0 -324.201747 -324.272326 -324.104832 -324.369240 -322.602747 -324.485913 0.115414 -2.226255 -1.491795 -2.217116 -2.211011 -0.005165 -2.216177 -0.014037 -2.225049
3571 6 5 0 2 0 -344.057634 -344.140098 -343.965234 -344.232498 -342.432777 -344.369744 0.102650 -2.118187 -1.420052 -2.107738 -2.097092 -0.010011 -2.107103 -0.020755 -2.117847
3572 10 7 0 0 0 -272.276367 -272.313089 -272.166153 -272.423303 -270.771031 -272.500426 0.149164 -2.734553 -1.972435 -2.719456 -2.709666 -0.011187 -2.720853 -0.026329 -2.735995
3573 9 6 1 0 0 -288.294240 -288.342405 -288.188769 -288.447876 -286.751297 -288.538806 0.137486 -2.517671 -1.747410 -2.509342 -2.496722 -0.011949 -2.508671 -0.018194 -2.514916
3574 9 6 1 0 0 -288.294810 -288.343118 -288.189356 -288.448572 -286.752587 -288.539500 0.137512 -2.518367 -1.748700 -2.510062 -2.498011 -0.011564 -2.509575 -0.019800 -2.517812
3575 9 6 1 0 0 -288.299155 -288.347795 -288.194080 -288.452870 -286.758364 -288.542113 0.137288 -2.522665 -1.754477 -2.512451 -2.503789 -0.009271 -2.513060 -0.019087 -2.522876
3576 8 6 0 1 0 -308.157861 -308.218563 -308.057453 -308.318971 -306.591521 -308.428791 0.124609 -2.417440 -1.685861 -2.406005 -2.392997 -0.013979 -2.406976 -0.026587 -2.419584
3577 9 6 1 0 0 -288.285527 -288.334681 -288.180525 -288.439683 -286.746518 -288.533780 0.136945 -2.509478 -1.742632 -2.503775 -2.491943 -0.011400 -2.503343 -0.017939 -2.509882
3578 8 5 2 0 0 -304.307992 -304.369245 -304.208172 -304.469065 -302.733264 -304.574737 0.125193 -2.297405 -1.524085 -2.296164 -2.285478 -0.009687 -2.295165 -0.011997 -2.297475
3579 7 5 1 1 0 -324.165864 -324.239077 -324.070654 -324.334287 -322.565181 -324.460304 0.112597 -2.191302 -1.454229 -2.188690 -2.173445 -0.014041 -2.187486 -0.019025 -2.192470
3580 8 6 0 1 0 -308.163656 -308.226991 -308.064889 -308.325757 -306.599148 -308.429953 0.125533 -2.424227 -1.693488 -2.408091 -2.400623 -0.007913 -2.408536 -0.024126 -2.424749
3581 7 5 1 1 0 -324.180915 -324.255837 -324.086818 -324.349934 -322.579518 -324.467888 0.114042 -2.206948 -1.468567 -2.197719 -2.187783 -0.012182 -2.199965 -0.021071 -2.208854
3582 7 5 1 1 0 -324.193561 -324.269158 -324.100101 -324.362617 -322.590635 -324.477059 0.114735 -2.219632 -1.479683 -2.207583 -2.198900 -0.008264 -2.207163 -0.018400 -2.217300
3583 6 5 0 2 0 -344.047998 -344.135591 -343.959024 -344.224566 -342.420356 -344.359905 0.101941 -2.110255 -1.407632 -2.097190 -2.084671 -0.011053 -2.095724 -0.023767 -2.108438
3584 8 5 2 0 0 -304.383955 -304.445027 -304.284581 -304.544401 -302.814198 -304.643927 0.128362 -2.372741 -1.605020 -2.368523 -2.366412 -0.002041 -2.368453 -0.006154 -2.372566
3585 7 5 1 1 0 -324.240919 -324.314042 -324.146231 -324.408730 -322.645029 -324.528533 0.115620 -2.265745 -1.534077 -2.259942 -2.253293 -0.006543 -2.259836 -0.011280 -2.264573
3586 10 7 0 0 0 -272.342350 -272.379757 -272.232873 -272.489234 -270.843374 -272.562906 0.151376 -2.800484 -2.044779 -2.784148 -2.782010 -0.002513 -2.784524 -0.016954 -2.798964
3587 8 6 0 1 0 -308.227107 -308.288838 -308.127722 -308.388223 -306.666460 -308.493663 0.127339 -2.486693 -1.760800 -2.473607 -2.467935 -0.005658 -2.473593 -0.017201 -2.485136
3588 8 5 2 0 0 -304.386071 -304.447134 -304.286876 -304.546329 -302.814574 -304.643392 0.128436 -2.374669 -1.605395 -2.368062 -2.366788 -0.000053 -2.366841 -0.008727 -2.375515
3589 7 5 1 1 0 -324.243671 -324.316958 -324.149178 -324.411451 -322.645909 -324.528642 0.115715 -2.268465 -1.534957 -2.260146 -2.254173 -0.004987 -2.259160 -0.014461 -2.268634
3590 6 5 0 2 0 -344.099849 -344.185390 -344.010074 -344.275165 -342.475486 -344.412416 0.102953 -2.160854 -1.462761 -2.150713 -2.139801 -0.008365 -2.148166 -0.019975 -2.159777
3591 8 6 0 1 0 -308.208486 -308.270848 -308.108226 -308.371108 -306.651387 -308.478846 0.126954 -2.469578 -1.745727 -2.458405 -2.452862 -0.006625 -2.459487 -0.016535 -2.469397
3592 12 7 0 0 0 nan -273.579851 nan nan -272.015997 -273.759338 0.171735 nan -2.218845 -3.000393 -2.997517 -0.002552 -3.000069 -0.015219 -3.012736
3593 10 6 0 1 0 -309.431367 -309.484705 -309.321970 -309.594103 -307.833529 -309.683859 0.148152 -2.692676 -1.929312 -2.684070 -2.677889 -0.005468 -2.683357 -0.014453 -2.692342
3594 11 6 1 0 0 nan -289.605580 nan nan -287.995711 -289.795079 0.159881 nan -1.993268 -2.787464 -2.784021 -0.003166 -2.787187 -0.007381 -2.791401
3595 11 6 1 0 0 nan -289.605351 nan nan -287.995058 -289.795007 0.159699 nan -1.992614 -2.787210 -2.783367 -0.003530 -2.786897 -0.008124 -2.791491
3596 10 5 2 0 0 -305.603807 -305.656494 -305.494748 -305.765553 -303.995592 -305.846541 0.149965 -2.593996 -1.787857 -2.592194 -2.590691 -0.000735 -2.591426 -0.003997 -2.594688
3597 9 5 1 1 0 -325.453765 -325.519147 -325.349309 -325.623602 -323.820575 -325.725069 0.136520 -2.480720 -1.711066 -2.476832 -2.471724 -0.005016 -2.476740 -0.009484 -2.481208
3598 10 6 0 1 0 -309.433997 -309.487600 -309.324347 -309.597250 -307.836350 -309.687698 0.147714 -2.695824 -1.932133 -2.687471 -2.680710 -0.006336 -2.687045 -0.015340 -2.696050
3599 9 5 1 1 0 -325.458439 -325.523263 -325.353997 -325.627706 -323.823898 -325.729080 0.137137 -2.484824 -1.714389 -2.481460 -2.475047 -0.006846 -2.481893 -0.010781 -2.485828
3600 8 5 0 2 0 -345.309776 -345.387208 -345.210206 -345.486778 -343.649931 -345.608395 0.124043 -2.372571 -1.638650 -2.367236 -2.357131 -0.010621 -2.367752 -0.016535 -2.373666
3601 11 6 1 0 0 nan -289.602000 nan nan -287.990227 -289.789940 0.160302 nan -1.987784 -2.782746 -2.778537 -0.004597 -2.783134 -0.008220 -2.786757
3602 10 5 2 0 0 -305.582620 -305.635219 -305.472836 -305.745003 -303.976501 -305.831164 0.148878 -2.573446 -1.768765 -2.575730 -2.571599 -0.003627 -2.575226 -0.003426 -2.575025
3603 9 5 1 1 0 -325.437184 -325.502341 -325.332368 -325.607157 -323.805008 -325.712420 0.136038 -2.464275 -1.695499 -2.463701 -2.456157 -0.006655 -2.462812 -0.008188 -2.464344
3604 10 6 0 1 0 -309.432180 -309.487592 -309.323740 -309.596032 -307.835257 -309.680682 0.148281 -2.694605 -1.931041 -2.681022 -2.679617 -0.003017 -2.682634 -0.017158 -2.696776
3605 8 5 0 2 0 -345.313062 -345.393021 -345.214884 -345.491199 -343.653347 -345.606444 0.124890 -2.376991 -1.642066 -2.366132 -2.360547 -0.005706 -2.366253 -0.017424 -2.377971
3606 9 5 1 1 0 -325.447046 -325.514404 -325.343674 -325.617775 -323.815485 -325.718022 0.136567 -2.474893 -1.705976 -2.469832 -2.466634 -0.003642 -2.470276 -0.008093 -2.474727
3607 10 7 0 0 0 -272.325778 -272.356135 -272.212634 -272.469279 -270.823073 -272.542369 0.151502 -2.780530 -2.024478 -2.763737 -2.761709 -0.000043 -2.761752 -0.021845 -2.783554
3608 9 6 1 0 0 -288.348088 -288.390110 -288.239433 -288.498765 -286.808856 -288.584832 0.140153 -2.568560 -1.804969 -2.558035 -2.554281 -0.003373 -2.557654 -0.015145 -2.569426
3609 8 6 0 1 0 -308.202829 -308.257577 -308.099081 -308.361325 -306.639939 -308.465534 0.127448 -2.459795 -1.734279 -2.445587 -2.441415 -0.002835 -2.444250 -0.021735 -2.463150
3610 7 5 1 1 0 -324.210548 -324.277170 -324.111141 -324.376577 -322.612185 -324.494520 0.115811 -2.233592 -1.501234 -2.226120 -2.220450 -0.004580 -2.225030 -0.013188 -2.233638
3611 8 7 0 0 0 -271.112678 -271.155969 -271.011118 -271.257530 -269.652205 -271.350701 0.128063 -2.568677 -1.852167 -2.549176 -2.547956 -0.000985 -2.548942 -0.020914 -2.568870
3612 6 6 0 1 0 -306.979127 -307.047374 -306.886936 -307.139566 -305.456364 -307.265383 0.103596 -2.237932 -1.549261 -2.222130 -2.214955 -0.005028 -2.219983 -0.019537 -2.234492
3613 8 7 0 0 0 -271.040100 -271.081541 -270.936973 -271.184668 -269.566075 -271.277972 0.126737 -2.495815 -1.766037 -2.475121 -2.461827 -0.010881 -2.472707 -0.028666 -2.490493
3614 5 5 1 1 0 -322.918845 -322.997889 -322.830873 -323.085861 -321.350606 -323.229212 0.089765 -1.942772 -1.238211 -1.935312 -1.915986 -0.014525 -1.930511 -0.019772 -1.935758
3615 10 7 0 0 0 -272.350991 -272.385668 -272.240908 -272.495751 -270.849450 -272.566631 0.152095 -2.807001 -2.050855 -2.788592 -2.788086 -0.000219 -2.788306 -0.018903 -2.806989
3616 8 6 0 1 0 -308.223479 -308.282943 -308.122859 -308.383563 -306.663437 -308.486338 0.128024 -2.482032 -1.757777 -2.466967 -2.464913 -0.002179 -2.467092 -0.017184 -2.482097
3617 8 6 0 1 0 -308.219981 -308.279456 -308.119274 -308.380163 -306.660579 -308.483519 0.127966 -2.478633 -1.754919 -2.464090 -2.462054 -0.002848 -2.464903 -0.016607 -2.478661
3618 7 5 1 1 0 -324.238008 -324.308592 -324.141692 -324.404908 -322.641088 -324.521162 0.116348 -2.261922 -1.530136 -2.253299 -2.249352 -0.005147 -2.254499 -0.012154 -2.261507
3619 8 6 0 1 0 -308.220930 -308.279747 -308.119893 -308.380785 -306.659503 -308.483617 0.127803 -2.479254 -1.753844 -2.464025 -2.460979 -0.003678 -2.464657 -0.019550 -2.480529
3620 6 5 0 2 0 -344.083981 -344.167764 -343.992235 -344.259510 -342.464318 -344.395150 0.103560 -2.145199 -1.451593 -2.134054 -2.128633 -0.006979 -2.135611 -0.016141 -2.144773
3621 7 6 1 0 0 -287.094949 -287.148257 -286.998446 -287.244761 -285.592733 -287.349937 0.116433 -2.314452 -1.587403 -2.299966 -2.295274 -0.005496 -2.300770 -0.020696 -2.315969
3622 7 6 1 0 0 -287.091458 -287.145033 -286.995202 -287.241290 -285.589446 -287.347000 0.116190 -2.310982 -1.584116 -2.296786 -2.291986 -0.006048 -2.298035 -0.022531 -2.314518
3623 8 7 0 0 0 -271.069652 -271.111905 -270.968872 -271.212685 -269.604479 -271.304881 0.127818 -2.523832 -1.804440 -2.503111 -2.500230 -0.003236 -2.503466 -0.026345 -2.526575
3624 7 6 1 0 0 -287.081598 -287.135515 -286.985295 -287.231818 -285.579735 -287.337578 0.116192 -2.301509 -1.574405 -2.287366 -2.282276 -0.005276 -2.287552 -0.021543 -2.303819
3625 7 6 1 0 0 -287.088462 -287.142360 -286.992236 -287.238586 -285.586101 -287.344000 0.116314 -2.308277 -1.580771 -2.293910 -2.288641 -0.006858 -2.295499 -0.021781 -2.310422
3626 5 5 1 1 0 -322.967856 -323.045744 -322.880605 -323.132995 -321.403833 -323.268818 0.092211 -1.989906 -1.291439 -1.977364 -1.969213 -0.008340 -1.977553 -0.019416 -1.988629
3627 6 6 0 1 0 -306.945514 -307.012373 -306.854030 -307.103857 -305.418249 -307.226474 0.103786 -2.202223 -1.511146 -2.183411 -2.176840 -0.006887 -2.183726 -0.026119 -2.202958
3628 8 7 0 0 0 -271.099189 -271.145434 -271.000395 -271.244228 -269.637584 -271.336957 0.128173 -2.555375 -1.837546 -2.535542 -2.533335 -0.000557 -2.533892 -0.021773 -2.555108
3629 7 6 1 0 0 -287.119262 -287.177107 -287.025374 -287.270995 -285.622143 -287.377993 0.116509 -2.340687 -1.616813 -2.328098 -2.324683 -0.001087 -2.325770 -0.014245 -2.338928
3630 7 6 1 0 0 -287.121640 -287.179259 -287.027410 -287.273488 -285.623269 -287.379629 0.116555 -2.343180 -1.617939 -2.329780 -2.325809 -0.002940 -2.328749 -0.016489 -2.342298
3631 6 6 0 1 0 -306.966409 -307.037799 -306.876741 -307.127467 -305.445223 -307.253245 0.104154 -2.225834 -1.538120 -2.210550 -2.203814 -0.006270 -2.210084 -0.022393 -2.226206
3632 4 5 2 0 0 -301.974271 -302.058304 -301.897682 -302.134894 -300.493352 -302.288351 0.080327 -1.963027 -1.281287 -1.966004 -1.959796 -0.007241 -1.967038 -0.002599 -1.962396
3633 3 5 1 1 0 -321.793220 -321.884912 -321.716994 -321.961138 -320.282345 -322.135917 0.067023 -1.817946 -1.168507 -1.819821 -1.804840 -0.015547 -1.820388 -0.015104 -1.819944
3634 3 4 3 0 0 -317.986726 -318.083133 -317.915605 -318.154253 -316.468278 -318.323005 0.068171 -1.740931 -1.050921 -1.751686 -1.741512 -0.012382 -1.753894 0.000185 -1.741326
3635 2 4 2 1 0 -337.810777 -337.915357 -337.740415 -337.985719 -336.259530 -338.175960 0.054610 -1.601072 -0.940401 -1.610635 -1.588815 -0.022428 -1.611243 -0.013560 -1.602374
3636 4 5 2 0 0 -301.974774 -302.057253 -301.896672 -302.135355 -300.495637 -302.288055 0.080270 -1.963488 -1.283572 -1.965651 -1.962082 -0.005831 -1.967913 -0.001452 -1.963534
3637 3 4 3 0 0 -317.985876 -318.081496 -317.913828 -318.153545 -316.468148 -318.321510 0.068028 -1.740223 -1.050791 -1.750048 -1.741382 -0.012405 -1.753786 0.001792 -1.739590
3638 3 5 1 1 0 -321.794307 -321.884063 -321.716415 -321.961954 -320.285656 -322.135797 0.066987 -1.818762 -1.171818 -1.819665 -1.808151 -0.013360 -1.821511 -0.012013 -1.820164
3639 2 4 2 1 0 -337.810922 -337.913854 -337.738989 -337.985787 -336.260158 -338.175569 0.054277 -1.601139 -0.941028 -1.609911 -1.589442 -0.021282 -1.610725 -0.010553 -1.599995
3640 2 4 2 1 0 -337.832596 -337.935336 -337.760009 -338.007923 -336.292951 -338.195462 0.055518 -1.623275 -0.973822 -1.631045 -1.622236 -0.011598 -1.633834 -0.002112 -1.624348
3641 4 5 2 0 0 -301.972935 -302.056700 -301.895912 -302.133723 -300.492411 -302.286171 0.080184 -1.961856 -1.280346 -1.963681 -1.958856 -0.004762 -1.963618 -0.000966 -1.959822
3642 3 4 3 0 0 -318.010793 -318.105989 -317.937740 -318.179042 -316.500783 -318.344936 0.068650 -1.765720 -1.083426 -1.774096 -1.774017 -0.002450 -1.776466 0.010096 -1.763920
3643 3 4 3 0 0 -317.991885 -318.089218 -317.921470 -318.159632 -316.475934 -318.327053 0.068776 -1.746310 -1.058577 -1.756339 -1.749168 -0.008455 -1.757623 0.004679 -1.744489
3644 2 3 4 0 0 -334.005402 -334.114902 -333.939852 -334.180452 -332.453724 -334.362330 0.056456 -1.525675 -0.831076 -1.542480 -1.533747 -0.011713 -1.545460 0.009031 -1.524716
3645 3 5 1 1 0 -321.791977 -321.883248 -321.715290 -321.959935 -320.281616 -322.133444 0.066972 -1.816742 -1.167778 -1.817297 -1.804111 -0.014034 -1.818145 -0.011228 -1.815339
3646 2 4 2 1 0 -337.832341 -337.934877 -337.759449 -338.007769 -336.293364 -338.194242 0.055460 -1.623121 -0.974234 -1.629767 -1.622648 -0.008958 -1.631606 0.001345 -1.621303
3647 2 4 2 1 0 -337.792950 -337.896546 -337.721919 -337.967578 -336.239721 -338.156727 0.054900 -1.582931 -0.920591 -1.591692 -1.569005 -0.023389 -1.592394 -0.013758 -1.582763
3648 1 3 3 1 0 -353.811340 -353.927294 -353.745447 -353.993187 -352.220041 -354.197108 0.042374 -1.367084 -0.695620 -1.382731 -1.356115 -0.027852 -1.383967 -0.011409 -1.367524
3649 6 5 2 0 0 -303.191506 -303.265002 -303.105111 -303.351397 -301.664018 -303.481839 0.105219 -2.179634 -1.453397 -2.183838 -2.173348 -0.009257 -2.182604 -0.005480 -2.178828
3650 5 4 3 0 0 -319.203481 -319.290335 -319.123456 -319.370360 -317.635846 -319.515995 0.093099 -1.957141 -1.219933 -1.969058 -1.951965 -0.014067 -1.966032 -0.002850 -1.954814
3651 5 4 3 0 0 -319.230041 -319.314027 -319.147173 -319.396895 -317.672335 -319.540355 0.093655 -1.983676 -1.256421 -1.993974 -1.988453 -0.006078 -1.994532 0.009048 -1.979405
3652 8 5 2 0 0 -304.460836 -304.527274 -304.365351 -304.622758 -302.896183 -304.733723 0.126210 -2.451098 -1.687004 -2.456167 -2.448397 -0.009630 -2.458027 -0.003410 -2.451806
3653 7 5 1 1 0 -324.286976 -324.360594 -324.191618 -324.455952 -322.694026 -324.587670 0.113164 -2.312967 -1.583075 -2.316623 -2.302291 -0.016384 -2.318674 -0.010979 -2.313270
3654 7 4 3 0 0 -320.478263 -320.557926 -320.389052 -320.647137 -318.875778 -320.773105 0.114074 -2.234022 -1.461308 -2.246597 -2.234781 -0.013616 -2.248397 -0.000071 -2.234852
3655 6 4 2 1 0 -340.308850 -340.396288 -340.219962 -340.485175 -338.675572 -340.632285 0.100671 -2.100735 -1.359328 -2.111929 -2.090625 -0.021423 -2.112048 -0.008056 -2.098681
3656 7 4 3 0 0 -320.487035 -320.567348 -320.398137 -320.656247 -318.885366 -320.776472 0.115510 -2.243131 -1.470896 -2.251400 -2.244369 -0.008471 -2.252840 0.000318 -2.244051
3657 6 4 2 1 0 -340.311389 -340.399500 -340.223044 -340.487844 -338.680679 -340.629609 0.102362 -2.103403 -1.364436 -2.110944 -2.095732 -0.015711 -2.111443 -0.008771 -2.104503
